Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;Zona;Provincia;Ciudad;Edificio;Tipo de unidad;Codigo de Red;NOTAS;EXCEPCIONES ALERTAS;Last meter
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306210;10.55.153.135;Kyocera;ECOSYS M3550idn;LSN7638024;6-GRANADA-GUADIX-UR-1822594;;958665153 - RESPONSABLE CARTERIA 1822594 - UR_GUADIX.GRANADA@CORREOS.COM;;CODIGO DE RED:1822594/PERSONA DE CONTACTO:RESPONSABLE CARTERIA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD GUADIX/DIRECCION:PLAZA DE LAS PALOMAS 13/LOCALIDAD:GUADIX/PROVINCIA:GRANADA;0;6;GRANADA;GUADIX;0;UD;1822594;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306208;10.55.157.69;Kyocera;ECOSYS M3550idn;LSN7944408;6-GRANADA-IZNALLOZ-OT-1855001;;958384064 - RESPONSABLE DE OFICINA 1855001 - IZNALLOZ.GRANADA@CORREOS.COM;;CODIGO DE RED:1855001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:IZNALLOZ/DIRECCION:GANIVET, 23/LOCALIDAD:IZNALLOZ/PROVINCIA:GRANADA;0;6;GRANADA;IZNALLOZ;0;OT;1855001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306209;10.55.157.73;Kyocera;ECOSYS M3550idn;LSN7Y49795;6-GRANADA-IZNALLOZ-UD-1831194;;958397166 - JEFE DE CARTERIA 1831194 - uriznalloz.granada@correos.com;;CODIGO DE RED:1831194/PERSONA DE CONTACTO:Jefe de Cartería/DEPARTAMENTO:UNIDAD DE DISTRIBUCION/LOCALIZACIÓN DESTINO:UD IZNALLOZ/DIRECCION:Ganivet 23/LOCALIDAD:IZNALLOZ/PROVINCIA:GRANADA;0;6;GRANADA;IZNALLOZ;0;UD;1831194;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309559;10.55.170.197;Kyocera;ECOSYS M3550idn;LSN7740644;2-ZARAGOZA-ZARAGOZA-SUC-5025694;;976741988 - RESPONSABLE OFICINA 5025694 - SUC16.ZARAGOZA@CORREOS.COM;;CODIGO DE RED:5025694/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:ZARAGOZA SUC 16/DIRECCION:EL GLOBO 3/LOCALIDAD:ZARAGOZA/PROVINCIA:ZARAGOZA;0;2;ZARAGOZA;ZARAGOZA;0;SU;5025694;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309558;10.55.174.135;Kyocera;ECOSYS M3550idn;LSN7637370;2-ZARAGOZA-TAUSTE-OT-5066001;;976855040 - RESPONSABLE DE OFICINA 5066001 - TAUSTE.ZARAGOZA@CORREOS.COM;;CODIGO DE RED:5066001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:TAUSTE/DIRECCION:PLAZA ESPAÑA, 9/LOCALIDAD:TAUSTE/PROVINCIA:ZARAGOZA;0;2;ZARAGOZA;TAUSTE;0;OT;5066001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309557;10.55.174.134;Kyocera;ECOSYS M3550idn;LSN7637368;2-ZARAGOZA-TAUSTE-OT-5066001;;976855040 - RESPONSABLE DE OFICINA 5066001 - TAUSTE.ZARAGOZA@CORREOS.COM;;CODIGO DE RED:5066001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:TAUSTE/DIRECCION:PLAZA ESPAÑA, 9/LOCALIDAD:TAUSTE/PROVINCIA:ZARAGOZA;0;2;ZARAGOZA;TAUSTE;0;OT;5066001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306377;10.55.178.107;Kyocera;ECOSYS M3550idn;LSN7842359;6-CORDOBA-MONTILLA-OT-1455005;;957650567 - RESPONSABLE DE OFICINA 1455005 - MONTILLA.CORDOBA@CORREOS.COM;;CODIGO DE RED:1455005/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MONTILLA/DIRECCION:PUERTA DE AGUILAR 13 /LOCALIDAD:MONTILLA/PROVINCIA:CORDOBA;0;6;CORDOBA;MONTILLA;0;OT;1455005;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306378;10.55.178.108;Kyocera;ECOSYS M3550idn;LSN7842360;6-CORDOBA-MONTILLA-OT-1455005;;957650567 - RESPONSABLE DE OFICINA 1455005 - MONTILLA.CORDOBA@CORREOS.COM;;CODIGO DE RED:1455005/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MONTILLA/DIRECCION:PUERTA DE AGUILAR 13 /LOCALIDAD:MONTILLA/PROVINCIA:CORDOBA;0;6;CORDOBA;MONTILLA;0;OT;1455005;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306379;10.55.178.101;Kyocera;ECOSYS M3550idn;LSN7X45672;6-CORDOBA-MONTILLA-UR-1410994;;957655205 - RESPONSABLE CARTERIA 1410994 - UR_MONTILLA.CORDOBA@CORREOS.COM;;CODIGO DE RED:1410994/PERSONA DE CONTACTO:RESPONSABLE CARTERIA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:UD MONTILLA/DIRECCION:PLAZA DE AGUILAR 13/LOCALIDAD:MONTILLA/PROVINCIA:CORDOBA;0;6;CORDOBA;MONTILLA;0;UD;1410994;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0306429;10.55.182.133;Kyocera;ECOSYS M3550idn;LSN7X48213;6-CORDOBA-RUTE-OT-1496008;;957539282 - RESPONSABLE DE OFICINA 1496008 - RUTE.CORDOBA@CORREOS.COM;;CODIGO DE RED:1496008/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:RUTE/DIRECCION:RAMON Y CAJAL 29/LOCALIDAD:RUTE/PROVINCIA:CORDOBA;0;6;CORDOBA;RUTE;0;OT;1496008;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0306430;10.55.182.134;Kyocera;ECOSYS M3550idn;LSN7X48210;6-CORDOBA-RUTE-OT-1496008;;957539282 - RESPONSABLE DE OFICINA 1496008 - RUTE.CORDOBA@CORREOS.COM;;CODIGO DE RED:1496008/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:RUTE/DIRECCION:RAMON Y CAJAL 29/LOCALIDAD:RUTE/PROVINCIA:CORDOBA;17;6;CORDOBA;RUTE;0;OT;1496008;;;20/03/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309049;10.55.225.167;Kyocera;ECOSYS M3550idn;LSN7842353;3-TARRAGONA-AMPOSTA-OT-4387001;;977700206 - RESPONSABLE UNIDAD 4387001 - amposta.tarragona@correos.com;;CODIGO DE RED:4387001/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:AMPOSTA/DIRECCION:AV DE CATALUNYA 2/LOCALIDAD:AMPOSTA/PROVINCIA:TARRAGONA;0;3;TARRAGONA;AMPOSTA;0;OT;4387001;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309050;10.55.227.230;Kyocera;ECOSYS M3550idn;LSN7X45966;3-TARRAGONA-AMPOSTA-UR-4318094;;977707771 - RESPONSABLE UNIDAD 4318094 - uramposta.tarragona@correos.com;;CODIGO DE RED:4318094/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD AMPOSTA/DIRECCION:CALDERON DE LA BARCA 36/LOCALIDAD:AMPOSTA/PROVINCIA:TARRAGONA;0;3;TARRAGONA;AMPOSTA;0;UD;4318094;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309161;10.55.237.229;Kyocera;ECOSYS M3550idn;LSN7637625;7-TENERIFE-ESPERANZA -OT-3829001;;922297204 - RESPONSABLE OFICINA 3829001 - LAESPERANZA.TENERIFE@CORREOS.COM;;CODIGO DE RED:3829001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:LA ESPERANZA/DIRECCION:SARDINERA 14/LOCALIDAD:ESPERANZA_(LA)/PROVINCIA:TENERIFE;0;7;TENERIFE;ESPERANZA_(LA);0;OT;3829001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311096;10.55.240.166;Kyocera;ECOSYS P3055dn;VLW7965442;7-LAS PALMAS-VECINDARIO-UR-3521194;;928792563 - RESPONSABLE DE OFICINA 3521194 - URVECINDARIO.LASPALMAS@CORREOS.COM;;CODIGO DE RED:3521194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD VECINDARIO/DIRECCION:MARIANELA  Nº 14/LOCALIDAD:VECINDARIO/PROVINCIA:LAS PALMAS;0;7;LAS PALMAS;VECINDARIO;0;UD;3521194;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311095;10.55.240.165;Kyocera;ECOSYS M3550idn;LSN7637677;7-LAS PALMAS-VECINDARIO-UR-3521194;;928792563 - RESPONSABLE DE OFICINA 3521194 - URVECINDARIO.LASPALMAS@CORREOS.COM;;CODIGO DE RED:3521194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD VECINDARIO/DIRECCION:MARIANELA  Nº 14/LOCALIDAD:VECINDARIO/PROVINCIA:LAS PALMAS;0;7;LAS PALMAS;VECINDARIO;0;UD;3521194;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311094;10.55.245.165;Kyocera;ECOSYS P3055dn;VLW7X69048;7-LAS PALMAS-SANTA MARIA DE GUIA-UR-3531694;;928811132 - RESPONSABLE OFICINA 3531694 - URSANTAMARIAGUIA.LASPALMAS@CORREOS.COM;;CODIGO DE RED:3531694/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD SANTA MARIA DE GUIA/DIRECCION:PLAZA LUJAN PEREZ, 1/LOCALIDAD:SANTA MARIA DE GUIA /PROVINCIA:LAS PALMAS;0;7;LAS PALMAS;SANTA MARIA DE GUIA;0;UD;3531694;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309234;10.55.254.103;Kyocera;ECOSYS P3055dn;VLW7437319;2-VIZCAYA-BERRIZ OLAKUETA-OT-4824002;;946827399 - RESPONSABLE DE OFICINA 4824002 - BERRIZ.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4824002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:BERRIZ-OLAKUETA/DIRECCION:PRESATXO KALEA, 2/LOCALIDAD:BERRIZ-OLAKUETA/PROVINCIA:VIZCAYA;0;2;VIZCAYA;BERRIZ-OLAKUETA;0;OT;4824002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309233;10.55.254.102;Kyocera;ECOSYS M3550idn;LSN7638161;2-VIZCAYA-BERRIZ OLAKUETA-OT-4824002;;946827399 - RESPONSABLE DE OFICINA 4824002 - BERRIZ.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4824002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:BERRIZ-OLAKUETA/DIRECCION:PRESATXO KALEA, 2/LOCALIDAD:BERRIZ-OLAKUETA/PROVINCIA:VIZCAYA;0;2;VIZCAYA;BERRIZ-OLAKUETA;0;OT;4824002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309232;10.55.255.102;Kyocera;ECOSYS M3550idn;LSN7Y49794;2-VIZCAYA-MARKINA XEMEIN-OT-4827001;;946166328 - RESPONSABLE DE OFICINA 4827001 - MARKINA.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4827001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MARKINA-XEMEIN/DIRECCION:PLAZA FRAY BERTOLOME 2 4/LOCALIDAD:MARKINA-XEMEIN/PROVINCIA:VIZCAYA;0;2;VIZCAYA;MARKINA-XEMEIN;0;OT;4827001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309254;10.55.249.201;Kyocera;ECOSYS P3055dn;VLW7967636;2-VIZCAYA-DURANGO-UD-4815494;;946811847 - RESPONSABLE DE OFICINA 4815494 - URDURANGO.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4815494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:UD DURANGO/DIRECCION: MATXINESBARBA 10/LOCALIDAD:DURANGO/PROVINCIA:VIZCAYA;0;2;VIZCAYA;DURANGO;0;UD;4815494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312322;10.56.36.69;Kyocera;ECOSYS M3550idn;LSN7Y49796;1-A CORUÑA-TEIJEIRO-OT-1531420;;981789756 - RESPONSABLE DE OFICINA 1531420 - TEIXEIRO.ACORUNA@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:1531420/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:TEIXEIRO/DIRECCION:PL ESPAÑA 1/LOCALIDAD:TEIXEIRO/PROVINCIA:CORUÑA;0;1;CORUÑA;TEIXEIRO;0;OT;1531420;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312323;10.56.36.70;Kyocera;ECOSYS M3550idn;LSN7X45702;1-A CORUÑA-TEIXEIRO-CSR-1569594;; - RESPONSABLE DE OFICINA 1569594 - tecnologia.zona1@correos.com;;CODIGO DE RED:1569594/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:TEIXEIRO UR (CSR)/DIRECCION:PL GALICIA 1/LOCALIDAD:TEIXEIRO/PROVINCIA:CORUÑA;0;1;CORUÑA;TEIXEIRO;0;#N/A;1569594;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312326;10.56.38.198;Kyocera;ECOSYS M3550idn;LSN7944393;1-A CORUÑA-VALDOVIÑO-UR-1553394;; - RESPONSABLE OFICINA 1553394 - tecnologia.zona1@correos.com;;CODIGO DE RED:1553394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:UNIDAD REPARTO/LOCALIZACIÓN DESTINO:UR VALDOVIÑO/DIRECCION:CTRA. CEDEIRA, 17/LOCALIDAD:VALDOVIÑO/PROVINCIA:CORUÑA;0;1;CORUÑA;VALDOVIÑO;0;#N/A;1553394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0342325;10.56.38.197;Kyocera;ECOSYS M3550idn;LSN7X45975;1-A CORUÑA-VALDOVIÑO-OT-1555257;;981487267 - RESPONSABLE OFICINA 1555257 - VALDOVINO.ACORUNA@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:1555257/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLAS/LOCALIZACIÓN DESTINO:VALDOVIÑO/DIRECCION:CARRETERA DE CEDEIRA 17/LOCALIDAD:VALDOVIÑO/PROVINCIA:CORUÑA;0;1;CORUÑA;VALDOVIÑO;0;OT;1555257;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309164;10.55.239.133;Kyocera;ECOSYS M3550idn;LSN7637600;7-TENERIFE-SANTA CRUZ DE TENERIFE-SUC-3816494;;922220910 - RESPONSABLE DE OFICINA 3816494 - SUC2.TENERIFE@CORRES.ES;;CODIGO DE RED:3816494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:SANTA CRUZ DE TENERIFE SUC 2/DIRECCION:PLAZA GARCIA ESCAMEZ 5/LOCALIDAD:SANTA_CRUZ_DE_TENERIFE/PROVINCIA:TENERIFE;0;7;TENERIFE;SANTA_CRUZ_DE_TENERIFE;0;SU;3816494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312967;10.57.23.6;Kyocera;ECOSYS M3550idn;LSN7841388;4-MADRID-PARACUELLOS DEL JARAMA-UD-2888994;;916581833 - RESPONSABLE OFICINA 2888994 - URPARACUELLOSJARAMA.MADRID@CORREOS.COM;;CODIGO DE RED:2888994/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:REPARTO/LOCALIZACIÓN DESTINO:UD PARACUELLOS DEL JARAMA/DIRECCION:VALLE DE FUENTEGRANDE Nº 1 Y 3/LOCALIDAD:PARACUELLOS_DEL_JARAMA/PROVINCIA:MADRID;0;4;MADRID;PARACUELLOS_DEL_JARAMA;0;UD;2888994;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312968;10.57.23.7;Kyocera;ECOSYS M3550idn;LSN7843118;4-MADRID-PARACUELLOS DEL JARAMA-OT-2886005;;916582890 - RESPONSABLE OFICINA 2886005 - PARACUELLOSJARAMA.MADRID@CORREOS.COM;;CODIGO DE RED:2886005/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:PARACUELLOS DE JARAMA/DIRECCION:VALLE DE LA FUENTE GRANDE, 1-3/LOCALIDAD:PARACUELLOS_DEL_JARAMA/PROVINCIA:MADRID;0;4;MADRID;PARACUELLOS_DEL_JARAMA;0;OT;2886005;;;06/04/2020
On;RedEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312969;10.57.23.8;Kyocera;ECOSYS M3550idn;LSN7843115;4-MADRID-PARACUELLOS DEL JARAMA-OT-2886005;;916582890 - RESPONSABLE OFICINA 2886005 - PARACUELLOSJARAMA.MADRID@CORREOS.COM;;CODIGO DE RED:2886005/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:PARACUELLOS DE JARAMA/DIRECCION:VALLE DE LA FUENTE GRANDE, 1-3/LOCALIDAD:PARACUELLOS_DEL_JARAMA/PROVINCIA:MADRID;0;4;MADRID;PARACUELLOS_DEL_JARAMA;0;OT;2886005;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0311687;10.57.42.70;Kyocera;ECOSYS P3055dn;VLW7332985;4-MADRID-MADRID-SUC-2869494;;915557771 - RESPONSABLE DE OFICINA 2869494 - SUC71.MADRID@CORREOS.COM;;CODIGO DE RED:2869494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 71/DIRECCION:RAIMUNDO FERNANDEZ VILLAVERDE 79/LOCALIDAD:MADRID/PROVINCIA:MADRID;21;4;MADRID;MADRID;0;CO;2869494;;;16/03/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311688;10.57.42.71;Kyocera;ECOSYS M3550idn;LSN7638338;4-MADRID-MADRID-SUC-2869494;;915557771 - RESPONSABLE DE OFICINA 2869494 - SUC71.MADRID@CORREOS.COM;;CODIGO DE RED:2869494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 71/DIRECCION:RAIMUNDO FERNANDEZ VILLAVERDE 79/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;CO;2869494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311689;10.57.42.72;Kyocera;ECOSYS M3550idn;LSN7638344;4-MADRID-MADRID-SUC-2869494;;915557771 - RESPONSABLE DE OFICINA 2869494 - SUC71.MADRID@CORREOS.COM;;CODIGO DE RED:2869494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 71/DIRECCION:RAIMUNDO FERNANDEZ VILLAVERDE 79/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;CO;2869494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311690;10.57.42.73;Kyocera;ECOSYS M3550idn;LSN7638048;4-MADRID-MADRID-SUC-2869494;;915557771 - RESPONSABLE DE OFICINA 2869494 - SUC71.MADRID@CORREOS.COM;;CODIGO DE RED:2869494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 71/DIRECCION:RAIMUNDO FERNANDEZ VILLAVERDE 79/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;CO;2869494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309992;10.57.43.70;Kyocera;ECOSYS M3550idn;LSN7636848;4-MADRID-MADRID-EO-2825594;;913475363 - RESPONSABLE DE OFICINA 2825594 - MINISTERIOAGRICULTURA.MADRID@CORREOS.COM;;CODIGO DE RED:2825594/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:EO MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE/DIRECCION:PS. INFANTA ISABEL, 1/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;OS2;2825594;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309993;10.57.49.134;Kyocera;ECOSYS M3550idn;LSN7944009;4-MADRID-MADRID-EO-2827594;;915381365 - RESPONSABLE DE OFICINA 2827594 - senado.madrid@correos.com;;CODIGO DE RED:2827594/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:EO SENADO/DIRECCION:PZ. MARINA ESPAÑOLA, 8/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;EO;2827594;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312857;10.57.54.144;Kyocera;ECOSYS P3055dn;VLW7X69570;4-MADRID-MADRID-UR-2800496;;915306227 - RESPONSABLE DE OFICINA 2800496 - UR1.MADRID@CORREOS.COM;;CODIGO DE RED:2800496/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA 3/LOCALIZACIÓN DESTINO:MADRID UR 1/DIRECCION:DOCTOR VELASCO 4/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;UR;2800496;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309991;10.57.59.134;Kyocera;ECOSYS M3550idn;LSN7842052;4-MADRID-MADRID-SUC-2882394;;915596128 - RESPONSABLE DE OFICINA 2882394 - SUC73.MADRID@CORREOS.COM;;CODIGO DE RED:2882394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 73/DIRECCION:PRINCESA, 42 -56 (EL CORTE INGLES)/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;CO;2882394;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303184;10.57.135.133;Kyocera;ECOSYS P3055dn;VLW7858274;3-BARCELONA-BARCELONA-UR-821496;;932461092 - RESPONSABLE UNIDAD 0821496 - ur13.barcelona@correos.com;;CODIGO DE RED:821496/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:BARCELONA UR 13/DIRECCION:SICILIA, 198/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;3;BARCELONA;BARCELONA;0;UR;821496;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303185;10.57.135.134;Kyocera;ECOSYS M3550idn;LSN7X48563;3-BARCELONA-BARCELONA-UR-821496;;932461092 - RESPONSABLE UNIDAD 0821496 - ur13.barcelona@correos.com;;CODIGO DE RED:821496/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:BARCELONA UR 13/DIRECCION:SICILIA, 198/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;3;BARCELONA;BARCELONA;0;UR;821496;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0432070;10.57.144.5;Kyocera;ECOSYS M3550idn;LSN7841102;3-BARCELONA-BARCELONA-SUC-826294;;932170217 - RESPONSABLE UNIDAD 0826294 - suc12.barcelona@correos.com;;CODIGO DE RED:826294/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:BARCELONA SUC 12/DIRECCION:COMTE DE SALVATIERRA, 5/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;3;BARCELONA;BARCELONA;0;SU;826294;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0314068;10.57.162.69;Kyocera;ECOSYS M3550idn;LSN7X45830;3-BARCELONA-BARCELONA-UR-820996;;933001340 - RESPONSABLE UNIDAD 0820996 - ur5.barcelona@correos.com;;CODIGO DE RED:820996/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:OP/LOCALIZACIÓN DESTINO:BARCELONA UR 5/DIRECCION:ZAMORA 52/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;3;BARCELONA;BARCELONA;0;UR;820996;;;06/04/2020
